1.29	1	1.58	1.42112	0.0524726	-0.0524726	0.107199	-0.0509765
2.045	1.58	2.51	1.30318	0.0321163	-0.0321163	0.0499785	-0.0349933
3.245	2.51	3.98	1.09192	0.0204469	-0.0204469	0.02216	-0.028185
5.145	3.98	6.31	0.978918	0.0167037	-0.0167037	0.0193639	-0.0328183
8.155	6.31	10	0.903326	0.0163845	-0.0163845	0.017938	-0.025668
12.925	10	15.85	0.882706	0.0178061	-0.0178061	0.0165595	-0.0146353
20.485	15.85	25.12	0.969254	0.0218022	-0.0218022	0.0228496	-0.0297852
32.465	25.12	39.81	1.0095	0.0283505	-0.0283505	0.0265966	-0.0333534
51.45	39.81	63.09	1.0507	0.0414704	-0.0414704	0.0383752	-0.0493581
81.545	63.09	100	1.13459	0.0721827	-0.0721827	0.0784203	-0.0772199
129.245	100	158.49	0.851964	0.1410495	-0.1410495	0.2030135	-0.1053762
