1.29	1	1.58	1.59495	0.0362116	-0.0362116	0.167152	-0.159941
2.045	1.58	2.51	1.41264	0.0202925	-0.0202925	0.062006	-0.0609704
3.245	2.51	3.98	1.14163	0.0101833	-0.0101833	0.0171169	-0.0281598
5.145	3.98	6.31	0.9198	0.00600951	-0.00600951	0.014874	-0.0244119
8.155	6.31	10	0.830095	0.00522612	-0.00522612	0.0188756	-0.0218542
12.925	10	15.85	0.831601	0.00584206	-0.00584206	0.0113841	-0.0217447
20.485	15.85	25.12	0.908349	0.00752683	-0.00752683	0.0120915	-0.0324251
32.465	25.12	39.81	0.976151	0.0104481	-0.0104481	0.0184395	-0.0341986
51.45	39.81	63.09	1.10006	0.0172091	-0.0172091	0.0325725	-0.044135
81.545	63.09	100	1.34932	0.0369669	-0.0369669	0.0884949	-0.0976898
