1.29	1	1.58	1.53835	0.0869964	-0.0869964	0.19047	-0.0601444
2.045	1.58	2.51	1.2951	0.0517302	-0.0517302	0.0537776	-0.0539032
3.245	2.51	3.98	1.12214	0.0339845	-0.0339845	0.0639857	-0.0385628
5.145	3.98	6.31	0.979748	0.0278392	-0.0278392	0.022747	-0.0239235
8.155	6.31	10	0.912622	0.0266934	-0.0266934	0.0155177	-0.0346993
12.925	10	15.85	0.882185	0.0286767	-0.0286767	0.0150629	-0.0169784
20.485	15.85	25.12	0.909985	0.0333127	-0.0333127	0.0163474	-0.0407204
32.465	25.12	39.81	0.987259	0.0429375	-0.0429375	0.0129189	-0.0605321
51.45	39.81	63.09	1.01823	0.0582166	-0.0582166	0.0293769	-0.0228964
81.545	63.09	100	1.04928	0.0913988	-0.0913988	0.0496834	-0.0601991
129.245	100	158.49	1.31248	0.185906	-0.185906	0.167161	-0.115094
