1.29	1	1.58	1.82945	0.0829429	-0.0829429	0.159744	-0.157633
2.045	1.58	2.51	1.56753	0.0454452	-0.0454452	0.0688145	-0.0687199
3.245	2.51	3.98	1.20986	0.0241645	-0.0241645	0.0196083	-0.0214448
5.145	3.98	6.31	0.949663	0.0159772	-0.0159772	0.00965115	-0.0139501
8.155	6.31	10	0.813395	0.0142297	-0.0142297	0.0079053	-0.021974
12.925	10	15.85	0.824034	0.0155792	-0.0155792	0.0110712	-0.00930856
20.485	15.85	25.12	0.831782	0.0179812	-0.0179812	0.00976044	-0.0160304
32.465	25.12	39.81	0.919308	0.0233603	-0.0233603	0.0131348	-0.0343363
51.45	39.81	63.09	0.99225	0.0324643	-0.0324643	0.025371	-0.0293914
81.545	63.09	100	1.07136	0.0519596	-0.0519596	0.0335332	-0.0602736
129.245	100	158.49	1.34623	0.109483	-0.109483	0.101117	-0.098831
