1.29	1	1.58	1.68861	0.0521972	-0.0521972	0.159932	-0.156593
2.045	1.58	2.51	1.48113	0.029441	-0.029441	0.0671063	-0.0641793
3.245	2.51	3.98	1.21706	0.0154158	-0.0154158	0.0253307	-0.0426056
5.145	3.98	6.31	0.963714	0.00973139	-0.00973139	0.0188646	-0.0260501
8.155	6.31	10	0.846836	0.00884401	-0.00884401	0.0216459	-0.0194247
12.925	10	15.85	0.842989	0.00967263	-0.00967263	0.0142243	-0.0187305
20.485	15.85	25.12	0.872128	0.0114655	-0.0114655	0.0128479	-0.0300857
32.465	25.12	39.81	0.916386	0.0149228	-0.0149228	0.0147256	-0.0284313
51.45	39.81	63.09	0.988896	0.0223516	-0.0223516	0.0236832	-0.060984
81.545	63.09	100	1.13793	0.0403492	-0.0403492	0.0452017	-0.0747338
129.245	100	158.49	1.287559	0.0732820	-0.0732820	0.1438553	-0.1329962
