1.29	1	1.58	1.21739	0.149241	-0.149241	0.123536	-0.0528621
2.045	1.58	2.51	1.37184	0.0952453	-0.0952453	0.0468861	-0.0465112
3.245	2.51	3.98	1.11937	0.0610708	-0.0610708	0.0218404	-0.0261154
5.145	3.98	6.31	0.937296	0.0485054	-0.0485054	0.0249134	-0.0155157
8.155	6.31	10	0.948083	0.0491151	-0.0491151	0.0150014	-0.0125291
12.925	10	15.85	0.912133	0.0510873	-0.0510873	0.0139054	-0.00851796
20.485	15.85	25.12	0.779067	0.0534486	-0.0534486	0.0364956	-0.010562
32.465	25.12	39.81	0.849563	0.0661174	-0.0661174	0.0346307	-0.0196545
51.45	39.81	63.09	1.02488	0.0928164	-0.0928164	0.0678778	-0.0335496
81.545	63.09	100	1.07383	0.136526	-0.136526	0.113419	-0.0937338
129.245	100	158.49	1.26171	0.232238	-0.232238	0.213535	-0.117377
204.835	158.49	251.18	1.95719	0.709008	-0.709008	0.551382	-0.49246
