1.29	1	1.58	3.82571	0.287807	-0.287807	0.311375	-0.33893
2.045	1.58	2.51	2.36153	0.121949	-0.121949	0.108284	-0.136262
3.245	2.51	3.98	1.50749	0.0465166	-0.0465166	0.0356133	-0.0752771
5.145	3.98	6.31	0.70343	0.0194016	-0.0194016	0.0149484	-0.0321866
8.155	6.31	10	0.365786	0.0105597	-0.0105597	0.0136216	-0.0113548
12.925	10	15.85	0.20259	0.00618099	-0.00618099	0.00339648	-0.00826285
20.485	15.85	25.12	0.107434	0.0035621	-0.0035621	0.00234765	-0.00378039
32.465	25.12	39.81	0.0458689	0.00185015	-0.00185015	0.000550605	-0.00257058
51.45	39.81	63.09	0.0197961	0.000961486	-0.000961486	0.000362918	-0.00117563
81.545	63.09	100	0.00641532	0.000429226	-0.000429226	0.000349094	-0.000289251
129.245	100	158.49	0.00162944	0.0001644	-0.0001644	8.91E-05	-0.000115256
204.835	158.49	251.18	0.000199248	4.36E-05	-4.36E-05	2.65E-05	-2.95E-05
