# x_center x_low x_high value error n_jet n_event
0.025 0 0.05 28.45109245397532 0.08482213014529295 0 0
0.07500000000000001 0.05000000000000001 0.1 20.09407242565244 0.07128426612953272 0 0
0.125 0.1 0.15 14.21985636253288 0.05996630730643396 0 0
0.175 0.15 0.2 10.76699372850495 0.05218034321283507 0 0
0.225 0.2 0.25 8.755057657293143 0.04705320457327309 0 0
0.275 0.25 0.3 7.150010115314587 0.04252193598941526 0 0
0.325 0.2999999999999999 0.35 6.015071818733564 0.0390013921884781 0 0
0.375 0.35 0.4 4.171808618248024 0.03248043894690617 0 0
0.425 0.4 0.4500000000000001 5.746510216467733 0.03812078127900319 0 0
0.475 0.45 0.5 5.866376694315194 0.03851631009865849 0 0
0.55 0.5 0.6000000000000001 5.757763503944973 0.02698184323666244 0 0
0.6499999999999999 0.5999999999999999 0.7 5.453418976330165 0.02625905760789706 0 0
0.75 0.7 0.8 5.240870928585874 0.02574224595600453 0 0
0.9 0.8 1 5.135418774023873 0.0180184586659692 0 0
