# x_center x_low x_high value error n_jet n_event
0.003154785 0 0.00630957 730.1101634921865 0.6981392701565046 0 0
0.007126425 0.00630957 0.00794328 637.0093768680846 1.281542994723446 0 0
0.008971639999999999 0.00794328 0.009999999999999998 577.4699611227777 1.087488981665155 0 0
0.01129465 0.01 0.0125893 511.8641000963905 0.9125021616565777 0 0
0.0142191 0.0125893 0.0158489 439.0974953995679 0.7532620319522552 0 0
0.01790075 0.0158489 0.0199526 368.7164367384047 0.6151856536177314 0 0
0.02253575 0.0199526 0.0251189 299.8491418568534 0.4944351599642041 0 0
0.02837085 0.0251189 0.0316228 237.110635005707 0.3918648788267838 0 0
0.03571675 0.0316228 0.0398107 183.0677786221484 0.3068791926800373 0 0
0.0449647 0.03981069999999999 0.0501187 137.0062564233136 0.2366087204818597 0 0
0.0566072 0.0501187 0.0630957 98.98216707864508 0.1792417100642704 0 0
0.07126425 0.0630957 0.0794328 69.11391760260079 0.13348824514729 0 0
0.0897164 0.0794328 0.1 46.61206194948027 0.09770332054782228 0 0
0.1129465 0.1 0.125893 29.97103716073194 0.06982443858069039 0 0
0.142191 0.125893 0.158489 18.44221110517236 0.04881711299337575 0 0
0.1790075 0.158489 0.199526 10.7467965024695 0.03321233903325927 0 0
0.2253575 0.199526 0.251189 5.879596364705119 0.02189433191697337 0 0
0.2837085 0.251189 0.3162280000000001 3.00665028085352 0.01395411450665864 0 0
0.3571675 0.316228 0.398107 1.412356790178123 0.00852380877731311 0 0
0.449647 0.398107 0.501187 0.6056177585455923 0.004974619270310177 0 0
0.5660725 0.501187 0.6309579999999999 0.2470356178400789 0.002831644402560144 0 0
0.7126435 0.630958 0.794329 0.08276096941982949 0.001460740440769355 0 0
0.8971644999999999 0.7943289999999998 1 0.01783777162704283 0.0006044098340967428 0 0
